World Port Index Number,Region Name,Main Port Name,Latitude,Longitude
29085,Bornholm -- 29020,Nekso,55.066667,15.133333
24960,Gotland -- 24806,Klintehamn,57.383333,18.2
62130,Japan -- 61100,Kokura Ko,33.883333,130.883333
41045,Croatia -- 40877,Omisalj,45.216667,14.55
40100,Sicilia -- 40090,Messina,38.2,15.566667
30725,Germany -- 30650,Itzehoe,53.916667,9.516667
35750,France NW Coast -- 35720,Calais,50.966667,1.85
35740,France NW Coast -- 35720,Gravelines,51,2.116667
5480,US Lake Superior -- 5230,Grand Marais,47.75,-90.333333
4800,US Lake Michigan -- 4570,Chicago,41.883333,-87.6
12935,Brazil SE Coast -- 12700,Guaiba Island Terminal,-23.016667,-44.033333
2975,Canada Lake Ontario -- 2820,Contrecour,45.883333,-73.2
29720,Lolland -- 29650,Nysted,54.666667,11.733333
52090,Sulawesi -- 51970,Gorontalo,0.5,123.05
5350,US Lake Superior -- 5230,Copper Harbor,47.466667,-87.866667
13710,Argentina -- 13310,Campana,-34.15,-58.966667
45814,Mauritania -- 45810,Nouakchott,18.033333,-16.033333
36220,France NW Coast Cont -- 36060,Le Legue,48.533333,-2.75
60000,China Continued -- 59850,Nanjing,32.083333,118.75
9080,US Gulf Coast -- 8650,Port Arthur,29.833333,-93.966667
400,Iceland  East Coast -- 360,Seydhisfjordhur,65.266667,-14
13670,Argentina -- 13310,San Pedro,-33.583333,-59.816667
60060,China Continued -- 59850,Hankow,30.583333,114.283333
46305,Equatorial Guinea -- 46300,Bata,1.866667,9.766667
45165,Egypt Mediterranean -- 45120,Al Iskandariyh (Alexandria),31.166667,29.833333
42920,Kikladhes -- 42870,Limin Sirou,37.433333,24.95
42200,Greece East Coast -- 42010,Elevsis,38.033333,23.55
35732,France NW Coast -- 35720,Dunkerque Port Ouest,51.066667,2.35
18441,Canada West Coast -- 18080,Duncan Bay,50.066667,-125.283333
14500,Chile -- 14070,Bahia De Valparaiso,-33.033333,-71.616667
14340,Chile -- 14070,Bahia De Valdivia,-39.8,-73.25
5740,Prince Edward Island -- 5705,Georgetown,46.183333,-62.533333
4230,Canada Lake Huron -- 3640,Bruce Mines,46.283333,-83.783333
4170,Canada Lake Huron -- 3640,Gore Bay,45.916667,-82.466667
4050,Canada Lake Huron -- 3640,Byng Inlet,45.766667,-80.566667
3050,Canada Lake Ontario -- 2820,Hamilton,43.25,-79.85
2740,Canada St Lawrence R -- 2545,Kingston,44.233333,-76.5
18630,Canada West Coast -- 18080,Lyall Harbor,48.8,-123.2
46330,Equatorial Guinea -- 46300,Luba,3.5,8.566667
2310,Ottawa River -- 2270,Oka Sur Le Lac,45.466667,-74.083333
2420,Ottawa River -- 2270,Montebello,45.65,-74.933333
2510,Ottawa River -- 2270,Gatineau,45.483333,-75.65
2530,Ottawa River -- 2270,Hull,45.433333,-75.7
5130,Canada Lake Superior -- 5120,Goulais Bay,46.733333,-84.5
42760,Aegean Islands -- 42640,Mitilini,39.1,26.566667
42820,Aegean Islands -- 42640,Khios,38.366667,26.133333
30720,Germany -- 30650,Brunsbuttel Canal Terminals,53.9,9.15
42310,Greece East Coast -- 42010,Dhiavlos Steno,38.45,23.6
43030,Kikladhes -- 42870,Milos,36.716667,24.45
43155,Kriti -- 43080,Ayios Nikolaos,35.2,25.716667
43250,Dhodhekanisos -- 43180,Limin Kos,36.9,27.283333
47310,Comoros -- 47295,Fomboni,-12.266667,43.75
5180,Canada Lake Superior -- 5120,Heron Bay,48.65,-86.316667
27610,Finland -- 27380,Hellnas,63.283333,22.233333
18525,Canada West Coast -- 18080,Harmac,49.133333,-123.85
6170,Nova Scotia Cont -- 6070,Goldsboro,45.183333,-61.65
56015,Iles Marquises -- 56000,Baie Taiohae,-8.933333,-140.083333
57825,China -- 57815,Huangpuxingang,23.05,113.5
20498,Canada North Coast -- 20490,Bernard Harbor,68.783333,-114.766667
14560,Chile -- 14070,Bahia Herradura Guayacan,-29.966667,-71.366667
15645,El Salvador -- 15590,Acajutla Offshore Terminal,13.583333,-89.866667
18916,Canada West Coast -- 18080,Klemtu,52.6,-128.516667
2370,Ottawa River -- 2270,Chute A Blondeau,45.583333,-74.466667
2390,Ottawa River -- 2270,Hawkesbury,45.616667,-74.616667
2400,Ottawa River -- 2270,Fassett,45.65,-74.866667
2480,Ottawa River -- 2270,Cumberland,45.516667,-75.4
2490,Ottawa River -- 2270,Masson,45.533333,-75.416667
2550,Canada St Lawrence R -- 2545,Beauharnois,45.316667,-73.883333
2830,Canada Lake Ontario -- 2820,Millhaven,44.2,-76.733333
4120,Canada Lake Huron -- 3640,Manitowaning,45.75,-81.8
11050,Dominican Republic -- 10950,Las Calderas,18.216667,-70.516667
45151,Egypt Mediterranean -- 45120,Damietta,31.483333,31.75
46340,Equatorial Guinea -- 46300,Cogo,1.083333,9.7
46451,Gabon -- 46410,Etame Terminal,-3.75,10.516667
47320,Comoros -- 47295,Moutsamoudu,-12.15,44.4
47340,Comoros -- 47295,Dzaoudzi,-12.783333,45.25
28496, ,Meeruse,59.45087,24.6722
28498, ,Bekkeri,59.45454,24.66745
28492, ,Lahesuu,59.4570562,24.70300272
14635,Chile -- 14070,Puerto Calderilla,-27.083333,-70.866667
2430,Ottawa River -- 2270,Papineauville,45.616667,-75.016667
14250,Chile -- 14070,Puerto Quemchi,-42.15,-73.483333
3330,Canada Lake Erie -- 3240,Pelee I North Wharf,41.816667,-82.666667
41950,Greece West Coast -- 41710,Yithion,36.75,22.566667
18090,Canada West Coast -- 18080,Steveston,49.133333,-123.183333
14630,Chile -- 14070,Puerto Caldera,-27.05,-70.833333
15490,Costa Rica West Coast -- 15470,Puerto Quepos,9.433333,-84.166667
41910,Greece West Coast -- 41710,Pilos,36.9,21.666667
2300,Ottawa River -- 2270,Vaudreuil,45.4,-74.033333
3095,Canada Lake Ontario -- 2820,St Catherine,43.183333,-79.283333
2880,Canada Lake Ontario -- 2820,Picton,44.016667,-77.133333
3110,Canada Lake Ontario -- 2820,Queenston,43.166667,-79.066667
44910,Cyprus -- 44890,Xeros,35.133333,32.833333
36850,France West Coast -- 36450,St Nazaire,47.283333,-2.2
3810,Canada Lake Huron -- 3640,Wiarton,44.75,-81.133333
15275,Ecuador -- 15240,Puerto Maritimo De Guayaquil,-2.283333,-79.9
40980,Croatia -- 40877,Zaliv Rasa,45.05,14.066667
14470,Chile -- 14070,Puerto San Antonio,-33.583333,-71.616667
45172,Egypt Mediterranean -- 45120,Sidi Kerir (Kurayr),31.1,29.616667
38770,France South Coast -- 38710,Port Saint Louis Du Rhone,43.383333,4.816667
42860,Aegean Islands -- 42640,Pithagorion,37.683333,26.95
2990,Canada Lake Ontario -- 2820,Port Whitby,43.85,-78.933333
14800,Chile -- 14070,Rada De Arica,-18.466667,-70.333333
29905,Fyn -- 29820,Skaerbaek,55.516667,9.616667
39100,Corse -- 39040,Port D' Ajaccio,41.916667,8.75
2340,Ottawa River -- 2270,St Andrews East,45.566667,-74.333333
2590,Canada St Lawrence R -- 2545,St Anicet,45.133333,-74.366667
46310,Equatorial Guinea -- 46300,Serpentina Terminal,3.8,8.083333
4220,Canada Lake Huron -- 3640,Thessalon,46.25,-83.566667
2470,Ottawa River -- 2270,Rockland,45.55,-75.3
35840,France NW Coast -- 35720,Port Of Le Havre,49.483333,0.116667
14100,Chile -- 14070,Rada Punta Arenas,-53.166667,-70.9
14000,Falkland Islands -- 13990,Stanley,-51.7,-57.833333
39090,Corse -- 39040,Port De Propriano,41.683333,8.9
2330,Ottawa River -- 2270,St Placide,45.533333,-74.2
35950,France NW Coast -- 35720,Rade De Cherbourg,49.65,-1.633333
3760,Canada Lake Huron -- 3640,Southampton,44.5,-81.383333
2570,Canada St Lawrence R -- 2545,St Zotique,45.25,-74.25
14330,Chile -- 14070,Puerto De Corral,-39.866667,-73.433333
2460,Ottawa River -- 2270,Thurso,45.6,-75.233333
2730,Canada St Lawrence R -- 2545,Wolfe Island,44.2,-76.433333
35850,France NW Coast -- 35720,Port Of Rouen,49.45,1.066667
2600,Canada St Lawrence R -- 2545,South Lancaster,45.133333,-74.5
47985,Egypt Red Sea -- 47950,Zeit Bay Terminal,27.833333,33.6
48060,Egypt Red Sea -- 47950,Ras Abu Zanimah,29.033333,33.116667
62118,Japan -- 61100,Hibikinada,33.933333,130.833333
61480,Japan -- 61100,Nagoya Ko,35.066667,136.866667
45320,Libya -- 45200,Misratah,32.366667,15.216667
45290,Libya -- 45200,Ez Zueitina,30.85,20.05
45280,Libya -- 45200,Banghazi,32.116667,20.05
50045,Indonesia -- 50020,Kijang,0.85,104.6
48390,Iraq -- 48375,Khawr Al Amaya,29.783333,48.8
48360,Kuwait -- 48350,Mina Abd Allah,29.016667,48.166667
40250,Sicilia -- 40090,Augusta,37.216667,15.233333
50340,Indonesia -- 50020,Ardjuna Oil Field,-5.883333,107.716667
45323,Libya -- 45200,Khoms,32.666667,14.25
45337,Libya -- 45200,Bouri Oil Field,33.9,12.65
450,Iceland  East Coast -- 360,Budir,64.933333,-14.016667
61875,Japan -- 61100,Eastern Part Of Niigata-Ko,38.016667,139.233333
45850,Guinea -- 45842,Kamsar,10.633333,-14.616667
45857,Guinea -- 45842,Benti,9.166667,-13.2
48361,Kuwait -- 48350,Mina Al Ahmadi,29.066667,48.166667
48540,Iran -- 48410,Jask,25.633333,57.766667
51850,Indonesia - Borneo -- 51760,Gunung Batu Besar,-2.616667,116.3
52760,Buru -- 52735,Namlea,-3.283333,127.083333
51330,Lesser Sunda Islands -- 51250,Larantuka,-8.35,122.983333
51340,Lesser Sunda Islands -- 51250,Ende,-8.833333,121.65
45110,Israel -- 45060,Ashqelon,31.666667,34.5
45220,Libya -- 45200,Mersa Tobruq,32.083333,23.983333
45330,Libya -- 45200,Mina Tarabulus (Tripoli),32.9,13.183333
48406,Iraq -- 48375,Khawr Al Zubair Lng Terminal,30.133333,47.916667
48530,Iran -- 48410,Jazireh-Ye Hormoz,27.1,56.45
48535,Iran -- 48410,Jazireh-Ye Sirri,25.9,54.55
50518,Sumatera -- 50515,Kuala Tanjung,3.366667,99.483333
51736,Malaysia -- 51647,Mostyn,4.683333,118.25
51860,Indonesia - Borneo -- 51760,Kota Baru,-3.233333,116.216667
52230,Sulawesi -- 51970,Kolonodale,-1.983333,121.333333
52260,Sulawesi -- 51970,Baubau,-5.466667,122.616667
53100,New Guinea West Coast - Irian Jaya -- 52900,Fakfak,-2.933333,132.283333
56025,Kiribati (Phoenix) Islands -- 56019,Canton Island,-2.833333,-171.716667
61642,Japan -- 61100,Mitsukojima,34.183333,132.516667
61820,Japan -- 61100,Fukui Ko,36.183333,136.1
34020,Ireland -- 33840,Westport,53.8,-9.533333
45296,Libya -- 45200,Ras   Lanuf,30.516667,18.566667
15570,Honduras West Coast -- 15560,Puerto De Hencan,13.4,-87.45
51720,Sabah -- 51650,Pelabuhan Sandakan,5.833333,118.116667
61353,Japan -- 61100,Soma,37.833333,140.95
11450,Guadeloupe -- 11445,Pointe A Pitre,16.233333,-61.533333
50805,Sumatera -- 50515,Sungaipakning,1.35,102.166667
11670,Grenada -- 11665,St George's,12.05,-61.75
52270,Sulawesi -- 51970,Raha Roadstead,-4.85,122.733333
48468,Iran -- 48410,Sirus Oil Terminal,29.016667,49.483333
51584,Malaysia -- 51548,Tg. Mani,2.15,111.35
51803,Indonesia - Borneo -- 51760,Tanjung Sangata,0.366667,117.566667
51504,Kepulauan Anambas -- 51480,Widuri Marine Terminal,-4.666667,106.65
50300,Indonesia -- 50020,Sungaigerong,-2.983333,104.833333
59385,Philippine Islands -- 57960,Mangagoy,8.233333,126.316667
48295,Qatar -- 48285,Jazirat Halul,25.683333,52.416667
47160,Somalia -- 47120,Muqdisho,2.033333,45.35
47150,Somalia -- 47120,Marka,1.716667,44.783333
46235,Nigeria -- 46120,Odudu Terminal,4,7.766667
14860,Peru -- 14830,Bahia De Matarani,-17,-72.116667
46161,Nigeria -- 46120,Forcados Oil Terminal,5.166667,5.183333
46206,Nigeria -- 46120,Bonny Offshore Terminal,4.183333,7.233333
57275,New Caledonia -- 57260,Baie De Kouaoua,-21.383333,165.816667
23465,Norway -- 20620,Akrahamn,59.266667,5.183333
11550,Martinique -- 11535,Fort De France,14.6,-61.066667
57890,Taiwan -- 57880,Chi-Lung,25.133333,121.766667
57953,Taiwan -- 57880,Mailiao,23.783333,120.166667
60330,South Korea -- 60315,Kunsan,35.983333,126.616667
44180,Russia -- 44030,Anapa,44.883333,37.316667
56840,Bismarck Archipelago -- 56700,Bialla,-5.3,150.983333
14060,South Georgia -- 14010,Grytviken,-54.266667,-36.5
28310,Russia -- 28250,Gavan Vysotsk,60.616667,28.566667
27130,Sweden Cont -- 24975,Brannfors,65.016667,21.383333
59670,Philippine Islands -- 57960,Jimenez,8.333333,123.866667
14960,Peru -- 14830,Bahia De Ancon,-11.75,-77.183333
15200,Peru -- 14830,Caleta Lobitos,-4.45,-81.283333
44210,Russia -- 44030,Gelendzhik,44.55,38.066667
11160,Puerto Rico -- 11080,Bahia De Fajardo,18.333333,-65.633333
46670,Ascension -- 46660,Georgetown,-7.933333,-14.416667
56350,Marshall Islands -- 56340,Enitwetak Island,11.333333,162.333333
57437,Thailand -- 57431,Map Ta Phut,12.666667,101.166667
55230,New Zealand N Island -- 54990,Manukau Harbor,-36.933333,174.783333
38190,Islas Canarias -- 38140,Arrecife,28.95,-13.533333
58740,Philippine Islands -- 57960,Maasin,10.133333,124.833333
56370,Marshall Islands -- 56340,Kwajalein,8.716667,167.733333
21315, ,Olavsvern,69.52562925,19.00754929
46195,Nigeria -- 46120,Qua Iboe Oil Terminal,4.233333,8.033333
14840,Peru -- 14830,Puerto Ilo,-17.633333,-71.366667
47700,Reunion -- 47670,Saint-Pierre,-21.35,55.466667
47680,Reunion -- 47670,Saint-Denis,-20.866667,55.45
15210,Peru -- 14830,Puerto Cabo Blanco,-4.25,-81.233333
27250,Sweden Cont -- 24975,Torehamn,65.9,22.65
14980,Peru -- 14830,Puerto De Huacho,-11.116667,-77.616667
28370,Russia -- 28250,Sankt-Peterburg,59.933333,30.3
14950,Peru -- 14830,Puerto Del Callao,-12.05,-77.15
45821,Senegal -- 45817,Rufisque,14.7,-17.283333
11110,Puerto Rico -- 11080,San Juan,18.466667,-66.116667
47220,Seychelles -- 47210,Victoria,-4.616667,55.45
13250,Paraguay -- 13190,Puerto De Asuncion,-25.266667,-57.683333
44140,Russia -- 44030,Temryuk,45.35,37.35
11280,Puerto Rico -- 11080,Playa De Guanica,17.966667,-66.916667
45720, ,Port D Al Hoceima,35.25,-3.916667
11260,Puerto Rico -- 11080,Playa De Ponce,17.983333,-66.616667
11270,Puerto Rico -- 11080,Playa De Guayanilla,18.016667,-66.766667
55320,New Zealand S Island -- 55260,Port Lyttelton,-43.6,172.716667
59070,Philippine Islands -- 57960,San Carlos,10.483333,123.416667
56530,Northern Mariana Is -- 56515,Tinian,14.966667,145.616667
58800,Philippine Islands -- 57960,Palompon,11.05,124.383333
56975,Solomon Islands -- 56940,Port Noro,-8.216667,157.183333
57434,Thailand -- 57431,Tantawan Marine Terminal,10.083333,101.416667
57460,Thailand -- 57431,Si Racha Terminal,13.116667,100.883333
58640,Philippine Islands -- 57960,Port Borongan,11.6,125.433333
57443,Thailand -- 57431,Rayong Tpi Terminal,12.633333,101.3
48282,United Arab Emirates -- 48260,Jabal Az Zannah/ruways,24.2,52.7
45440,Tunisia -- 45360,Banzart,37.283333,9.883333
43900,Ukraine -- 43620,Kerch,45.35,36.483333
43850,Ukraine -- 43620,Feodosiya,45.016667,35.433333
43645,Ukraine -- 43620,Illichivsk,46.3,30.65
35290,England South Coast -- 35220,Falmouth Harbour,50.15,-5.066667
35015,Wales -- 34710,Newport,51.55,-2.983333
45808,Spanish Sahara -- 45805,Ad Dakhla,23.7,-15.916667
12210,Venezuela -- 11950,Bahia De Pertigalete,10.233333,-64.566667
32980,Scotland West Coast -- 32790,Castle Bay,56.95,-7.483333
43370,Turkey Europe -- 43325,Eceabat,40.183333,26.366667
43435,Turkey Europe -- 43325,Istinye,41.116667,29.05
57655,Vietnam -- 57510,Mui Vung Tau,10.316667,107.066667
44625,Turkey Asia -- 44360,Golcuk Burnu,40.733333,29.816667
44802,Turkey Asia -- 44360,Botas Dortyol Oil Terminal,36.866667,36.133333
45809,Spanish Sahara -- 45805,Laayoune,27.083333,-13.433333
43700,Ukraine -- 43620,Belgorod-Dnestrovsky,46.183333,30.366667
45370,Tunisia -- 45360,Houmt Souk,33.883333,10.85
45390,Tunisia -- 45360,Mersa Sfax,34.733333,10.766667
57520,Vietnam -- 57510,Duong Dong,10.216667,103.966667
48274,United Arab Emirates -- 48260,Al Hamriyah Lpg Terminal,25.466667,55.483333
31390,England East Coast -- 31330,Chatham Docks,51.4,0.55
48271,United Arab Emirates -- 48260,Ash Shariqah,25.416667,55.366667
11750,Trinidad -- 11705,Point Lisas Industrial Port,10.4,-61.5
45460,Tunisia -- 45360,Tabarka,36.966667,8.766667
43673,Ukraine -- 43620,Port Oktyabrsk,46.833333,31.933333
13130,Uruguay -- 13090,Puerto Sauce,-34.433333,-57.45
57610,Vietnam -- 57510,Vinh Cam Ranh,11.883333,109.166667
48152,Yemen Aden -- 48143,Salif,15.3,42.666667
48650,India West Coast -- 48610,Bedi,22.57305556,70.04555556
48605,Pakistan -- 48580,Muhamamad Bin Qasim,24.766667,67.35
48600,Pakistan -- 48580,Karachi,24.783333,66.983333
48617,India West Coast -- 48610,Mundra,22.72833333,69.70666667
48670,India West Coast -- 48610,Okha,22.46805556,69.07972222
8170,United States E Coast -- 6585,Ocean City,38.333333,-75.083333
7920,United States E Coast -- 6585,Chrome,40.566667,-74.216667
7895,United States E Coast -- 6585,Bayway,40.633333,-74.2
7690,United States E Coast -- 6585,Catskill,42.216667,-73.85
7680,United States E Coast -- 6585,Kingston,41.933333,-73.966667
7660,United States E Coast -- 6585,Newburgh,41.5,-74
7520,United States E Coast -- 6585,Essex,41.35,-72.383333
7510,United States E Coast -- 6585,Norwich,41.516667,-72.083333
7450,United States E Coast -- 6585,Montauk Harbor,41.066667,-71.933333
56272,Hawaiian Islands -- 56050,Barber's Point,21.316667,-158.116667
56260,Hawaiian Islands -- 56050,Kaunakakai,21.083333,-157.033333
56200,Hawaiian Islands -- 56050,Lahaina,20.866667,-156.666667
17080,United States W Coast -- 16000,Hoquiam,46.966667,-123.9
7320,United States E Coast -- 6585,Falmouth,41.55,-70.616667
6770,United States E Coast -- 6585,Bass Harbor,44.233333,-68.35
19820,Alaska -- 19080,Kodiak,57.783333,-152.4
19795,Alaska -- 19080,Nikiski,60.683333,-151.4
19530,Alaska -- 19080,Funter,58.25,-134.9
19240,Alaska -- 19080,Hydaburg,55.2,-132.833333
19220,Alaska -- 19080,Kasaan,55.533333,-132.4
17920,United States W Coast -- 16000,Friday Harbor,48.533333,-123.016667
17100,United States W Coast -- 16000,Neah Bay,48.366667,-124.616667
16720,United States W Coast -- 16000,Bandon,43.116667,-124.416667
16660,United States W Coast -- 16000,Fields Landing,40.716667,-124.216667
5410,US Lake Superior -- 5230,Bayfield,46.8,-90.816667
5280,US Lake Superior -- 5230,Marquette,46.533333,-87.383333
5020,US Lake Michigan -- 4570,Marinette,45.083333,-87.6
4960,US Lake Michigan -- 4570,Kaukauna,44.283333,-88.266667
4780,US Lake Michigan -- 4570,Indiana Harbor,41.666667,-87.433333
4750,US Lake Michigan -- 4570,Michigan City,41.733333,-86.9
4510,US Lake Huron -- 4300,Cheboygan,45.65,-84.466667
20480,Alaska Continued -- 20185,Barrow,71.283333,-156.783333
19910,Alaska -- 19080,Larsen Bay,57.533333,-153.983333
16410,United States W Coast -- 16000,Mare Island,38.1,-122.266667
9250,US Gulf Coast -- 8650,Freeport,28.95,-95.333333
8790,US Gulf Coast -- 8650,Biloxi,30.383333,-88.883333
8490,United States E Coast -- 6585,Georgetown,33.366667,-79.283333
4470,US Lake Huron -- 4300,Alpena,45.066667,-83.416667
5270,US Lake Superior -- 5230,Munising,46.416667,-86.65
19310,Alaska -- 19080,Kake,56.966667,-133.933333
7330,United States E Coast -- 6585,Nantucket,41.283333,-70.1
7410,United States E Coast -- 6585,Bristol,41.666667,-71.266667
8850,US Gulf Coast -- 8650,Gretna,29.916667,-90.066667
20250,Alaska Continued -- 20185,Naknek,58.716667,-157.016667
20280,Alaska Continued -- 20185,Ekuk,58.816667,-158.566667
20340,Alaska Continued -- 20185,Kotlik,63.033333,-163.55
20450,Alaska Continued -- 20185,Kotzebue,66.916667,-162.583333
4610,US Lake Michigan -- 4570,Charlevoix,45.316667,-85.266667
4820,US Lake Michigan -- 4570,Great Lakes,42.3,-87.833333
16838,United States W Coast -- 16000,Ilwaco,46.3,-124.05
16920,United States W Coast -- 16000,Kalama,46.016667,-122.85
17840,United States W Coast -- 16000,Coupeville,48.233333,-122.683333
19450,Alaska -- 19080,Elfin Cove,58.2,-136.35
19788,Alaska -- 19080,Ninilchik,60.05,-151.683333
6660,United States E Coast -- 6585,Milbridge,44.533333,-67.883333
6790,United States E Coast -- 6585,Brooklin,44.266667,-68.583333
56160,Hawaiian Islands -- 56050,Kawaihae,20.033333,-155.833333
19890,Alaska -- 19080,Karluk,57.566667,-154.45
20240,Alaska Continued -- 20185,Egegik,58.2,-157.366667
5310,US Lake Superior -- 5230,L Anse,46.766667,-88.466667
5420,US Lake Superior -- 5230,La Pointe,46.783333,-90.783333
19090,Alaska -- 19080,Hyder,55.916667,-130
19805,Alaska -- 19080,Drift River,60.55,-152.133333
6850,United States E Coast -- 6585,North Haven,44.133333,-68.866667
8040,United States E Coast -- 6585,Deepwater Point,39.7,-75.516667
8200,United States E Coast -- 6585,Havre De Grace,39.533333,-76.083333
8330,United States E Coast -- 6585,Hertford,36.183333,-76.466667
8895,US Gulf Coast -- 8650,Convent,30.016667,-90.833333
16480,United States W Coast -- 16000,Martinez,38.033333,-122.133333
16550,United States W Coast -- 16000,Isleton,38.166667,-121.6
7120,United States E Coast -- 6585,Augusta,44.316667,-69.766667
7220,United States E Coast -- 6585,Beverly,42.533333,-70.883333
7310,United States E Coast -- 6585,Hyannis,41.65,-70.283333
8150,United States E Coast -- 6585,Bristol,40.1,-74.85
16960,United States W Coast -- 16000,Camas,45.583333,-122.4
19270,Alaska -- 19080,Klawock,55.55,-133.1
16570,United States W Coast -- 16000,Courtland,38.333333,-121.566667
19260,Alaska -- 19080,Craig,55.466667,-133.15
8480,United States E Coast -- 6585,Southport,33.916667,-78.016667
8740,US Gulf Coast -- 8650,Port St Joe,29.816667,-85.316667
8920,US Gulf Coast -- 8650,St Rose,29.95,-90.316667
9310,US Gulf Coast -- 8650,Port Aransas,27.833333,-97.05
8510,United States E Coast -- 6585,Port Royal,32.366667,-80.683333
19400,Alaska -- 19080,Port Alexander,56.25,-134.65
19380,Alaska -- 19080,Port Armstrong,56.3,-134.666667
16450,United States W Coast -- 16000,Port Costa,38.05,-122.183333
20230,Alaska Continued -- 20185,Ugashik,57.533333,-157.416667
4620,US Lake Michigan -- 4570,Traverse City,44.766667,-85.616667
19620,Alaska -- 19080,Yakutat,59.55,-139.733333
3580,US Lake Erie -- 3400,Trenton,42.133333,-83.166667
9320,US Gulf Coast -- 8650,Port Ingleside,27.816667,-97.183333
19760,Alaska -- 19080,Seward,60.1,-149.433333
20130,Aleutian Islands -- 20095,Unalaska,53.866667,-166.533333
5290,US Lake Superior -- 5230,Presque Isle,46.566667,-87.383333
7280,United States E Coast -- 6585,Plymouth,41.95,-70.666667
6760,United States E Coast -- 6585,Swans Island,44.133333,-68.45
19210,Alaska -- 19080,Wrangell,56.466667,-132.383333
16270,United States W Coast -- 16000,Santa Cruz,36.966667,-122.016667
8930,US Gulf Coast -- 8650,Reserve,30.05,-90.55
3420,US Lake Erie -- 3400,Tonawanda,43.033333,-78.883333
19440,Alaska -- 19080,Pelican,57.966667,-136.233333
17940,United States W Coast -- 16000,Roche  Harbor,48.616667,-123.166667
17040,United States W Coast -- 16000,Westhaven Cove,46.916667,-124.116667
5400,US Lake Superior -- 5230,Washburn,46.666667,-90.883333
16370,United States W Coast -- 16000,Point Richmond,37.916667,-122.366667
6690,United States E Coast -- 6585,Sorrento,44.466667,-68.183333
19410,Alaska -- 19080,Sitka,57.05,-135.333333
4430,US Lake Huron -- 4300,Tawas City,44.266667,-83.5
19780,Alaska -- 19080,Seldovia,59.433333,-151.733333
8893,US Gulf Coast -- 8650,St. James,29.9792,-90.8275
9260,US Gulf Coast -- 8650,Palacios,28.683333,-96.216667
3540,US Lake Erie -- 3400,Port Clinton,41.516667,-82.933333
16520,United States W Coast -- 16000,Stockton,37.95,-121.3
7030,United States E Coast -- 6585,South Bristol,43.866667,-69.55
4740,US Lake Michigan -- 4570,St Joseph,42.116667,-86.483333
20305,Alaska Continued -- 20185,Platinum,59.016667,-161.833333
4600,US Lake Michigan -- 4570,Petoskey,45.366667,-84.966667
19770,Alaska -- 19080,Port Graham,59.35,-151.816667
16540,United States W Coast -- 16000,Rio Vista,38.15,-121.7
19280,Alaska -- 19080,Steamboat Bay,55.533333,-133.633333
20360,Alaska Continued -- 20185,St. Michael,63.483333,-162.033333
19740,Alaska -- 19080,San Juan Cannery,60.05,-148.066667
8590,United States E Coast -- 6585,St Augustine,29.9,-81.316667
8822,US Gulf Coast -- 8650,Southwest Pass,28.45,-90.7
6990,United States E Coast -- 6585,Thomaston,44.066667,-69.183333
7140,United States E Coast -- 6585,South Harpswell,43.733333,-70.016667
4340,US Lake Huron -- 4300,St Clair,42.816667,-82.483333
16190,United States W Coast -- 16000,Pismo Beach,35.133333,-120.65
16380,United States W Coast -- 16000,Point San Pablo,37.966667,-122.433333
6720,United States E Coast -- 6585,Southwest Harbor,44.283333,-68.316667
19300,Alaska -- 19080,Petersburg,56.816667,-132.95
8350,United States E Coast -- 6585,Plymouth,35.866667,-76.75
8870,US Gulf Coast -- 8650,Port Of Memphis,35.066667,-90.166667
19990,Alaska -- 19080,Port William,58.483333,-152.583333
17250,United States W Coast -- 16000,Poulsbo,47.733333,-122.65
3550,US Lake Erie -- 3400,Put In Bay,41.65,-82.816667
16930,United States W Coast -- 16000,St Helens,45.866667,-122.8
19810,Alaska -- 19080,Ouzinkie,57.916667,-152.5
7940,United States E Coast -- 6585,Sewaren,40.55,-74.25
17990,United States W Coast -- 16000,Orcas,48.6,-122.933333
16390,United States W Coast -- 16000,Pinole Point,38.016667,-122.366667
7580,United States E Coast -- 6585,Southport,41.133333,-73.283333
8160,United States E Coast -- 6585,Trenton,40.2,-74.766667
7760,United States E Coast -- 6585,Weehawken,40.766667,-74.016667
7730,United States E Coast -- 6585,Rensselaer,42.65,-73.75
19680,Alaska -- 19080,Whittier,60.77833333,-148.6944444
7670,United States E Coast -- 6585,Poughkeepsie,41.7,-73.95
7650,United States E Coast -- 6585,Yonkers,40.933333,-73.9
7430,United States E Coast -- 6585,Quonset Point,41.583333,-71.4
8190,United States E Coast -- 6585,Salisbury,38.366667,-75.6
32440,Orkney Islands -- 32390,Kirkwall,58.983333,-2.966667
32730,Faroe Islands -- 32660,Sorvagur,62.083333,-7.25
32340,Scotland East Coast -- 31870,Cromarty,57.683333,-4.033333
32702,Faroe Islands -- 32660,Runavik,62.116667,-6.716667
32676,Faroe Islands -- 32660,Vagur,61.483333,-6.8
32780,Scotland North Coast -- 32760,Scrabster Harbor,58.616667,-3.55
32720,Faroe Islands -- 32660,Vestmanna,62.15,-7.166667
32600,Shetland Islands -- 32510,Lerwick,60.167,-1.15
32680,Faroe Islands -- 32660,Tvoroyri,61.55,-6.8
32740,Faroe Islands -- 32660,Fuglafjordur,62.25,-6.8
32450,Orkney Islands -- 32390,Stromness,58.966667,-3.3
